president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,9/11/2019,11/19/2017,11/21/2017,YouGov,B,1500,a,.9116957,0,37,54,37.92881,56.31638,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g5yvmbyxrd/econTabReport.pdf,50501,79696,11/22/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/20/2017,11/22/2017,Gallup,B,1500,a,.1534219,0,38,55,39.1321,53.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50504,79709,11/23/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/19/2017,11/23/2017,Ipsos,B+,1543,a,.1557659,0,36.6,58.9,37.36605,57.64121,"",T,http://polling.reuters.com/#poll/CP3_2/,50511,79719,11/28/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/21/2017,11/21/2017,Lucid,B-,985,a,.5852175,0,37.57,49.66,39.37563,52.336,"","",https://docs.google.com/spreadsheets/d/1clCXnZwV2QsCfxo5oAOrP2s5ahcydPwfmWCwwcSLA38/edit#gid=2018165107,50502,79707,11/22/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/19/2017,11/24/2017,Saint Leo University,C-,1000,a,.8291479,0,41.2,54.1,40.46687,54.00675,"","",http://polls.saintleo.edu/wp-content/uploads/2013/12/Saint-Leo-University-Polling-Institute_National-Politics-Results_US-and-FL_DATA-Findings_Nov_-2017.pdf,50633,79913,12/5/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/20/2017,11/24/2017,Ipsos,B+,1597,a,.1604721,0,36.1,59.5,36.86605,58.24121,"",T,http://polling.reuters.com/#poll/CP3_2/,50560,79805,11/29/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/21/2017,11/24/2017,Gallup,B,1500,a,.1148367,0,38,55,39.1321,53.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50505,79710,11/25/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/21/2017,11/25/2017,Morning Consult,B-,1994,rv,.5086762,0,43,52,41.36335,53.6701,"","",https://morningconsult.com/wp-content/uploads/2017/11/171112_crosstabs_Politico_v1_AP.pdf,50555,79792,11/29/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/21/2017,11/25/2017,Ipsos,B+,1605,a,.1604891,0,38.5,56.4,39.26605,55.14121,"",T,http://polling.reuters.com/#poll/CP3_2/,50558,79803,11/29/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/22/2017,11/26/2017,Ipsos,B+,1685,a,.167636,0,37.3,57.6,38.06605,56.34121,"",T,http://polling.reuters.com/#poll/CP3_2/,50557,79802,11/29/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/22/2017,11/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0825741,0,43,55,37.40622,56.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50507,79712,11/27/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/22/2017,11/25/2017,Gallup,B,1500,a,.2279939,0,37,57,38.1321,55.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50506,79711,11/26/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/23/2017,11/27/2017,Ipsos,B+,1922,a,.1902783,0,37.9,57.5,38.66605,56.24121,"",T,http://polling.reuters.com/#poll/CP3_2/,50556,79801,11/29/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/24/2017,11/26/2017,Gallup,B,1500,a,.1515235,0,37,57,38.1321,55.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50508,79713,11/27/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/23/2017,11/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2463026,0,42,56,36.40622,57.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50509,79714,11/28/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/25/2017,11/27/2017,Gallup,B,1500,a,.1510855,0,37,56,38.1321,54.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50510,79715,11/28/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/24/2017,11/28/2017,Ipsos,B+,1970,a,.1942556,0,37.8,57.4,38.56605,56.14121,"",T,http://polling.reuters.com/#poll/CP3_2/,50610,79864,12/1/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/23/2017,11/29/2017,SurveyMonkey,D-,14040,a,.2841929,0,39,60,36.57378,59.00428,"","",https://www.surveymonkey.com/curiosity/trump-job-disapproval-hits-new-high-of-60-percent/,50599,79847,11/30/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/25/2017,11/29/2017,Ipsos,B+,1962,a,.1929512,0,37.7,57,38.46605,55.74121,"",T,http://polling.reuters.com/#poll/CP3_2/,50609,79863,12/1/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/26/2017,11/28/2017,Gallup,B,1500,a,.1506518,0,38,55,39.1321,53.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50550,79782,11/29/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/26/2017,11/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1366617,0,41,57,35.40622,58.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50539,79761,11/29/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/26/2017,11/28/2017,YouGov,B,1500,a,.9116957,0,39,53,39.92881,55.31638,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8hs5rikuhd/econTabReport.pdf,50554,79789,11/29/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/27/2017,11/29/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1371383,0,42,56,36.40622,57.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50593,79840,11/30/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/26/2017,11/30/2017,Ipsos,B+,1928,a,.1893878,0,37.1,57.4,37.86605,56.14121,"",T,http://polling.reuters.com/#poll/CP3_2/,50608,79862,12/1/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/27/2017,11/29/2017,Gallup,B,1500,a,.1502224,0,36,57,37.1321,55.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50595,79843,11/30/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/28/2017,11/29/2017,SurveyMonkey,D-,2036,a,.0413941,0,36,62,33.57378,61.00428,"","",https://apps.washingtonpost.com/g/page/politics/post-surveymonkey-poll/2268/,56941,91910,11/28/2018,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/28/2017,11/30/2017,Morning Consult,B-,2601,a,.5960422,0,41,52,39.36335,53.6701,"","",https://morningconsult.com/wp-content/uploads/2017/12/171114-Brands-Holiday-Crosstabs.pdf,57267,92574,1/9/2019,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/28/2017,11/30/2017,Gallup,B,1500,a,.1497366,0,34,60,35.1321,58.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50607,79858,12/1/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/28/2017,11/29/2017,Lucid,B-,923,a,.5964687,0,35.32,52.25,37.12563,54.926,"","",https://docs.google.com/spreadsheets/d/1m4UAIlB5AL1ahJl5LVNG9tYk-cMoOlmG_vbXxTNLMZw/edit#gid=316725040,50605,79855,11/30/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/28/2017,11/30/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1373726,0,44,55,38.40622,56.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50606,79857,12/1/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/27/2017,12/1/2017,Ipsos,B+,1908,a,.18743,0,37.8,57.3,38.56605,56.04121,"",T,http://polling.reuters.com/#poll/CP3_2/,50631,79901,12/5/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/28/2017,12/2/2017,Ipsos,B+,1656,a,.1629338,0,37,57.3,37.76605,56.04121,"",T,http://polling.reuters.com/#poll/CP3_2/,50630,79900,12/5/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/29/2017,12/1/2017,Gallup,B,1500,a,.1492851,0,33,62,34.1321,60.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50612,79872,12/2/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/30/2017,12/2/2017,Gallup,B,1500,a,.1488679,0,34,61,35.1321,59.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50613,79873,12/3/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/27/2017,12/4/2017,IBD/TIPP,A-,901,a,1.546185,0,36,59,37.78473,57.85392,"","",https://www.investors.com/politics/trumps-approval-rating-holds-steady-53-say-economy-is-improving-ibdtipp-poll/,50638,79921,12/6/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/29/2017,12/3/2017,Ipsos,B+,1594,a,.1571147,0,37.7,57,38.46605,55.74121,"",T,http://polling.reuters.com/#poll/CP3_2/,50629,79899,12/5/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/29/2017,12/3/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0822876,0,42,56,36.40622,57.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50623,79888,12/4/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/1/2017,12/3/2017,Morning Consult,B-,1997,rv,.4410313,0,45,51,43.36335,52.6701,"","",https://morningconsult.com/wp-content/uploads/2017/12/171117_crosstabs_POLITICO_v1_AP-1.pdf,50635,79915,12/6/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/29/2017,12/4/2017,Pew Research Center,B-,1503,a,1.539849,0,32,63,33.95558,59.64002,"","",http://www.people-press.org/2017/12/07/stark-partisan-divisions-over-russia-probe-including-its-importance-to-the-nation/,50643,79926,12/7/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/29/2017,12/4/2017,Quinnipiac University,A-,1508,rv,1.557968,0,35,58,36.82228,56.64786,"","",https://poll.qu.edu/images/polling/us/us12052017_ufrt567.pdf/,50627,79892,12/5/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/30/2017,12/4/2017,Ipsos,B+,1552,a,.1531162,0,38.3,56.8,39.06605,55.54121,"",T,http://polling.reuters.com/#poll/CP3_2/,50628,79898,12/5/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/1/2017,12/3/2017,Gallup,B,1500,a,.1484851,0,35,60,36.1321,58.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50624,79889,12/4/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/30/2017,12/4/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2429901,0,43,55,37.40622,56.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50625,79890,12/5/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/30/2017,12/6/2017,SurveyMonkey,D-,16149,a,.3008047,0,39,58,36.57378,57.00428,"","",https://drive.google.com/file/d/1HEa5GNlnSjzhB3YsH955nwlYxUAmnSxW/view?usp=sharing,50644,79928,12/7/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/2/2017,12/4/2017,Gallup,B,1500,a,.1482256,0,35,60,36.1321,58.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50626,79891,12/5/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/1/2017,12/5/2017,Ipsos,B+,1550,a,.1528201,0,36.9,59.2,37.66605,57.94121,"",T,http://polling.reuters.com/#poll/CP3_2/,50651,79939,12/10/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/1/2017,12/4/2017,Morning Consult,B-,2200,a,.4912501,0,42,51,40.36335,52.6701,"","",https://morningconsult.com/wp-content/uploads/2017/12/171116_crosstabs_BRANDS_v1_DK-2.pdf,57282,92616,1/9/2019,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/3/2017,12/5/2017,CBS News,A-,1120,a,1.863654,0,36,57,37.40677,56.29216,"","",https://www.realclearpolitics.com/docs/CBS_News_Dec_7th_2017.pdf,50641,79924,12/7/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,11/30/2017,12/8/2017,icitizen,"",2887,a,1.043359,0,29,71,30.83696,65.09064,"","",https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50950,80591,2/28/2018,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/2/2017,12/6/2017,Ipsos,B+,1532,a,.1506548,0,37.1,59.1,37.86605,57.84121,"",T,http://polling.reuters.com/#poll/CP3_2/,50650,79938,12/10/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/3/2017,12/5/2017,YouGov,B,1500,a,.9116957,0,37,51,37.92881,53.31638,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jhdmzhxe6k/econTabReport.pdf,50636,79917,12/6/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/3/2017,12/5/2017,Gallup,B,1500,a,.1485241,0,36,59,37.1321,57.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50637,79920,12/6/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/3/2017,12/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1344279,0,42,56,36.40622,57.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50634,79914,12/6/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/4/2017,12/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1350247,0,44,55,38.40622,56.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50640,79923,12/7/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/5/2017,12/5/2017,Lucid,B-,859,a,.5776101,0,34.82,50.18,36.62563,52.856,"","",https://docs.google.com/spreadsheets/d/1hopgHDTvUYJhSlc7s5cp2tLRhz7U74Jj3Rz3Ab32hYI/edit#gid=486397006,50639,79922,12/6/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/3/2017,12/7/2017,Ipsos,B+,1499,a,.1467234,0,36.7,59.1,37.46605,57.84121,"",T,http://polling.reuters.com/#poll/CP3_2/,50649,79937,12/10/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/4/2017,12/6/2017,Gallup,B,1500,a,.1489069,0,37,59,38.1321,57.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50642,79925,12/7/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/4/2017,12/8/2017,Ipsos,B+,1499,a,.1456449,0,35.9,59.9,36.66605,58.64121,"",T,http://polling.reuters.com/#poll/CP3_2/,50663,79964,12/12/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/5/2017,12/7/2017,Gallup,B,1500,a,.1490717,0,38,58,39.1321,56.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50646,79931,12/8/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/4/2017,12/7/2017,Marist College,A,1267,a,2.259826,0,37,56,38.05052,57.1097,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us171204_KoC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_December%202017.pdf#page=3,50655,79949,12/12/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/5/2017,12/6/2017,SurveyMonkey,D-,2524,a,.0522821,0,36,61,33.57378,60.00428,"","",https://www.documentcloud.org/documents/4328169-SurveyMonkey-VICE-News-Tax-Reform-Poll-Topline.html,50702,80030,12/18/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/5/2017,12/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1353717,0,42,56,36.40622,57.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50645,79930,12/8/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/6/2017,12/8/2017,Gallup,B,1500,a,.1492687,0,37,58,38.1321,56.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50647,79932,12/9/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/5/2017,12/9/2017,Ipsos,B+,1463,a,.1407619,0,34.9,60.9,35.66605,59.64121,"",T,http://polling.reuters.com/#poll/CP3_2/,50662,79963,12/12/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/6/2017,12/10/2017,Ipsos,B+,1413,a,.1343255,0,34.7,60.5,35.46605,59.24121,"",T,http://polling.reuters.com/#poll/CP3_2/,50661,79962,12/12/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/6/2017,12/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0811652,0,42,56,36.40622,57.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50652,79946,12/11/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/7/2017,12/9/2017,Gallup,B,1500,a,.1494987,0,36,59,37.1321,57.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50648,79933,12/10/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/6/2017,12/11/2017,Quinnipiac University,A-,1211,rv,1.254772,0,37,57,38.82228,55.64786,"","",https://poll.qu.edu/images/polling/us/us12122017_ukko63.pdf/,50658,79954,12/12/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/7/2017,12/11/2017,AP-NORC,"",1020,a,1.258206,0,32,67,33.90164,62.40117,"","",http://www.apnorc.org/PDFs/AP-NORC%20December%202017/AP%20Custom%20Poll%20Topline%20December_Trump.pdf,50694,80012,12/15/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/7/2017,12/11/2017,Ipsos,B+,1442,a,.1350883,0,34.6,60.6,35.36605,59.34121,"",T,http://polling.reuters.com/#poll/CP3_2/,50660,79961,12/12/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/7/2017,12/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2420314,0,41,57,35.40622,58.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50654,79948,12/12/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/8/2017,12/10/2017,Gallup,B,1500,a,.1495827,0,35,60,36.1321,58.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50653,79947,12/11/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/9/2017,12/11/2017,Gallup,B,1500,a,.1497915,0,35,60,36.1321,58.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50656,79952,12/12/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/7/2017,12/13/2017,SurveyMonkey,D-,11427,a,.2458885,0,40,58,37.57378,57.00428,"","",https://drive.google.com/file/d/1JZ0P4BFVdT4XOnIcwsStLVa813EqYfRL/view,50690,80006,12/14/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/8/2017,12/11/2017,Morning Consult,B-,2202,a,.5839427,0,42,52,40.36335,53.6701,"","",https://morningconsult.com/wp-content/uploads/2017/12/171203_crosstabs_BRD_v1_DK.pdf,50657,92617,1/9/2019,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/8/2017,12/11/2017,Harris Interactive,C+,1989,rv,1.262612,0,41,59,36.78488,58.1301,"","",http://harvardharrispoll.com/wp-content/uploads/2017/12/Final-HHP-December_Registered-Voters_Topline-Memo.pdf,50686,80001,12/13/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/8/2017,12/12/2017,Ipsos,B+,1464,a,.1349887,0,33.3,61.3,34.06605,60.04121,"",T,http://polling.reuters.com/#poll/CP3_2/,50697,80018,12/15/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/10/2017,12/12/2017,YouGov,B,1500,a,.9129274,0,38,51,38.92881,53.31638,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gptk5yjub1/econTabReport.pdf,50667,79977,12/13/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/9/2017,12/13/2017,Ipsos,B+,1841,a,.1670389,0,34.1,61.2,34.86605,59.94121,"",T,http://polling.reuters.com/#poll/CP3_2/,50696,80017,12/15/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/10/2017,12/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1323087,0,41,57,35.40622,58.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50664,79973,12/13/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/10/2017,12/12/2017,Gallup,B,1500,a,.1501262,0,36,59,37.1321,57.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50665,79974,12/13/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/10/2017,12/12/2017,Monmouth University,A+,806,a,1.735975,0,32,56,32.23959,57.59836,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_121317/,50666,79975,12/13/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/11/2017,12/12/2017,Public Policy Polling,B,862,rv,1.271942,0,41,56,40.47736,56.27782,"","",https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf,50689,80005,12/14/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/11/2017,12/13/2017,Gallup,B,1500,a,.1504884,0,36,59,37.1321,57.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50688,80004,12/14/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/10/2017,12/14/2017,Ipsos,B+,2298,a,.2055168,0,34.9,61,35.66605,59.74121,"",T,http://polling.reuters.com/#poll/CP3_2/,50695,80016,12/15/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/10/2017,12/13/2017,Hart Research/Public Opinion Strategies,A-,800,a,1.084379,0,42,49,41.2763,49.80444,"","",https://www.cnbc.com/2017/12/18/economic-optimism-soaring-helping-trump-cnbc-survey.html,50704,80032,12/18/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/11/2017,12/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1319366,0,41,57,35.40622,58.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50687,80003,12/14/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/12/2017,12/13/2017,Lucid,B-,866,a,.6121455,0,33.57,51.98,35.37563,54.656,"","",https://docs.google.com/spreadsheets/d/1wAsg4TpnnNPUVcoVwYiL-hoOyTC-6-xDxhKs3yYgZDY/edit#gid=0,50692,80010,12/15/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/12/2017,12/14/2017,Gallup,B,1500,a,.151477,0,35,60,36.1321,58.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50693,80011,12/15/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/11/2017,12/15/2017,Ipsos,B+,2538,a,.224449,0,35.3,60.9,36.06605,59.64121,"",T,http://polling.reuters.com/#poll/CP3_2/,50714,80048,12/19/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/12/2017,12/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1324241,0,40,57,34.40622,58.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50691,80009,12/15/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/13/2017,12/15/2017,Gallup,B,1500,a,.1529029,0,34,61,35.1321,59.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50698,80025,12/16/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/13/2017,12/15/2017,NBC News/Wall Street Journal,A-,900,a,1.21635,0,41,56,40.2763,56.80444,"","",https://www.nbcnews.com/meet-the-press/meet-press-december-17-2017-n830526,50700,80027,12/17/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/12/2017,12/16/2017,Ipsos,B+,2657,a,.2332233,0,34.6,61.4,35.36605,60.14121,"",T,http://polling.reuters.com/#poll/CP3_2/,50713,80047,12/19/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/13/2017,12/17/2017,Ipsos,B+,2678,a,.2342465,0,34.8,61.7,35.56605,60.44121,"",T,http://polling.reuters.com/#poll/CP3_2/,50712,80046,12/19/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/13/2017,12/17/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0800366,0,42,55,36.40622,56.28963,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50701,80029,12/18/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/14/2017,12/16/2017,Gallup,B,1500,a,.1540974,0,35,60,36.1321,58.29396,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50699,80026,12/17/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/14/2017,12/18/2017,Ipsos,B+,2891,a,.2529771,0,35.2,60.3,35.96605,59.04121,"",T,http://polling.reuters.com/#poll/CP3_2/,50711,80045,12/19/2017,17:50:42 11 Sep 2019
Donald Trump,All polls,9/11/2019,12/14/2017,12/17/2017,CNN/SSRS,A-,1001,a,1.628717,0,35,59,35.93683,58.41745,"","",http://cdn.cnn.com/cnn/2017/images/12/18/rel12a.-.trump.and.taxes.pdf,50707,80035,12/19/2017,17:50:42 11 Sep 2019
